"domain.Default: Direction [1,0,0] (m)","domain.Default: Pressure Coefficient"
-2.971827576956995E-4,1.1371049499511718
-2.9467282732151175E-4,1.1449539184570312
-2.973030254497563E-4,1.143581771850586
-2.915203085754078E-4,1.1516941833496095
-2.950657102382847E-4,1.1475054931640625
-2.8689730038662176E-4,1.155002670288086
-2.9111118377756943E-4,1.146860580444336
-2.870871401126044E-4,1.1465907287597656
-2.810854294474743E-4,1.158006591796875
-2.8239160266862464E-4,1.1454888153076173
-2.768244596003214E-4,1.1439566040039062
-2.740959182273235E-4,1.1608899688720704
-2.701784642827105E-4,1.1418006896972657
-2.657988335513715E-4,1.163657455444336
-2.6223709266381175E-4,1.1388632202148439
0.9999894321516989,0.7123555755615234
0.9999570099174795,0.6457581329345703
0.9999554807643605,0.6389353561401367
-2.559497243011157E-4,1.1664446258544923
-2.527856716510404E-4,1.1351570892333984
0.9999890589610265,0.6804055023193359
0.9999117968664236,0.6149576568603515
0.999908626366663,0.6099563980102539
-2.4425899014862197E-4,1.1692977905273438
-2.3043970884956206E-4,1.1721237945556642
-2.4163930505644423E-4,1.1303850555419923
0.9998633720208201,0.5895728683471679
0.9998583991939787,0.5907401657104492
-2.1425438234179634E-4,1.1749506378173828
-2.2867845750347427E-4,1.1243062591552735
0.9997522553986374,0.5564373016357422
0.9998117323537928,0.572910041809082
0.062397307690875835,-0.752114486694336
0.36557589815601665,-0.9175032806396485
0.36526100960867164,-0.9182379150390625
0.3649465889765229,-0.9190606689453125
0.2928264832080436,-0.9755291748046875
0.5251127843113843,-0.6955249786376954
0.525423352940146,-0.6951766204833985
0.46540160784015905,-0.770972900390625
0.4526723895261343,-0.8002448272705078
0.452363786256085,-0.7979570770263672
0.9997423630804838,0.562920036315918
0.9998047975402777,0.5759500122070312
-1.955578788617031E-4,1.1775838470458984
-2.1385961187473426E-4,1.1167280578613281
0.9996780150149707,0.5377282333374024
0.5409308823506063,-0.6766877746582032
0.5406211176434167,-0.6770757293701172
0.5403113529385261,-0.6774948883056641
0.5412406470577957,-0.6763236999511719
0.5697413726829161,-0.6434660339355469
0.5625659352509313,-0.6585435485839843
0.12963808333118879,-0.9323432159423828
0.02310766666348651,-0.37855728149414064
0.023370333327706903,-0.3907426071166992
0.02363299999412894,-0.4062370300292969
0.02389566666275263,-0.4278396224975586
0.024158333331376316,-0.4611225509643555
0.02520414999465132,-0.43174980163574217
0.02650939999465132,-0.42158023834228514
0.04766483333074348,-0.6703622436523438
0.047942916664594784,-0.6931062316894532
0.030457714282277046,-0.5016477203369141
0.03508024789721675,-0.593426742553711
0.03480897561410385,-0.5660423660278321
0.06500199999905984,-0.7312517547607422
0.049078760000798846,-0.6641245269775391
0.05279527347692017,-0.6604389190673828
0.05365026386603238,-0.6742053985595703
0.05508307999973372,-0.7364263153076172
0.054797156428350174,-0.7133027648925782
0.0565403846138164,-0.7026237487792969
0.05624753845836793,-0.7086758422851562
0.05595469230291946,-0.7187370300292969
0.05537073153757677,-0.7705522918701172
0.055661846150573346,-0.7619920349121094
0.06298189560379018,-0.8047861480712891
0.06269015384588111,-0.773553237915039
0.06210446153587056,-0.7385832977294922
0.06181161538263806,-0.7289274597167968
0.06034738461381639,-0.7024557495117187
0.05976169230291946,-0.6967922973632813
0.060054538458367925,-0.6993705749511719
0.05946884615057334,-0.6945594787597656
