"domain.Default: Direction [1,0,0] (m)","domain.Default: Pressure Coefficient"
-2.971827576956995E-4,-1.237208938598633
-2.9467282732151175E-4,-0.7538931274414062
-2.973030254497563E-4,-0.9580712890625
-2.915203085754078E-4,-0.6213519668579102
-2.950657102382847E-4,-0.7834307098388672
-2.8689730038662176E-4,-0.5133875274658203
-2.9111118377756943E-4,-0.5806842803955078
-2.870871401126044E-4,-0.5159199142456055
-2.810854294474743E-4,-0.42817321777343753
-2.8239160266862464E-4,-0.46896690368652344
-2.768244596003214E-4,-0.4327022171020508
-2.740959182273235E-4,-0.35590702056884765
-2.701784642827105E-4,-0.4076694488525391
-2.657988335513715E-4,-0.29333564758300784
-2.6223709266381175E-4,-0.3889399719238281
0.9999894321516989,0.6092964172363281
0.9999570099174795,0.5807015991210938
0.9999554807643605,0.6133322525024414
-2.559497243011157E-4,-0.23592082977294923
-2.527856716510404E-4,-0.38074398040771484
0.9999890589610265,0.6756907653808594
0.9999117968664236,0.555111961364746
0.999908626366663,0.5810596466064454
-2.4425899014862197E-4,-0.1816439437866211
-2.3043970884956206E-4,-0.12949681282043457
-2.4163930505644423E-4,-0.3786792373657227
0.9998633720208201,0.535937271118164
0.9998583991939787,0.5582414627075195
-2.1425438234179634E-4,-0.07859079360961914
-2.2867845750347427E-4,-0.38838939666748046
0.9997522553986374,0.5087800598144532
0.9998117323537928,0.5219061660766602
0.062397307690875835,-1.8005091857910156
0.36557589815601665,-1.2393309020996095
0.36526100960867164,-1.240709686279297
0.3649465889765229,-1.2416407775878906
0.2928264832080436,-1.3850032043457032
0.5251127843113843,-0.892328338623047
0.525423352940146,-0.8918193054199219
0.46540160784015905,-1.0087383270263672
0.4526723895261343,-1.045415725708008
0.452363786256085,-1.0438227081298828
0.9997423630804838,0.5262162017822266
0.9998047975402777,0.5407544708251953
-1.955578788617031E-4,-0.03042970418930054
-2.1385961187473426E-4,-0.40820491790771485
0.9996780150149707,0.49407688140869144
0.5409308823506063,-0.863074951171875
0.5406211176434167,-0.8635540008544922
0.5403113529385261,-0.8640544128417968
0.5412406470577957,-0.8626152038574219
0.5697413726829161,-0.8118480682373047
0.5625659352509313,-0.8295425415039063
0.12963808333118879,-1.664445037841797
0.02310766666348651,-1.8702021789550782
0.023370333327706903,-1.8844094848632813
0.02363299999412894,-1.905097198486328
0.02389566666275263,-1.9373471069335937
0.024158333331376316,-1.99179443359375
0.02520414999465132,-1.8996499633789063
0.02650939999465132,-1.8412351989746094
0.04766483333074348,-1.8447970581054687
0.047942916664594784,-1.8777873229980468
0.030457714282277046,-1.87860107421875
0.03508024789721675,-1.934537353515625
0.03480897561410385,-1.8924620056152344
0.06500199999905984,-1.7437405395507812
0.049078760000798846,-1.8148056030273438
0.05279527347692017,-1.7617147827148438
0.05365026386603238,-1.7734341430664062
0.05508307999973372,-1.8547061157226563
0.054797156428350174,-1.8217306518554688
0.0565403846138164,-1.784989471435547
0.05624753845836793,-1.7976531982421875
0.05595469230291946,-1.8165798950195313
0.05537073153757677,-1.9058865356445314
0.055661846150573346,-1.888233337402344
0.06298189560379018,-1.8762646484375
0.06269015384588111,-1.8306623840332032
0.06210446153587056,-1.7827366638183595
0.06181161538263806,-1.7707539367675782
0.06034738461381639,-1.744359893798828
0.05976169230291946,-1.7415460205078126
0.060054538458367925,-1.742682342529297
0.05946884615057334,-1.7410783386230468
0.058590307690875844,-1.7444288635253906
0.05917599999911361,-1.7415701293945314
0.058883153845881116,-1.7428776550292968
0.05829746153587057,-1.746820068359375
0.05800461538263807,-1.7500877380371094
0.05771176922940557,-1.7542573547363283
0.05741892307440029,-1.7594055175781251
0.05683323076660571,-1.773922576904297
0.057126076919395016,-1.7659573364257812
0.3658885396347045,-1.2385504913330079
0.36620073270870335,-1.237509994506836
0.36651283610156526,-1.2364306640625
0.3677611599987648,-1.2336414337158204
0.3637041199986194,-1.2479967498779296
0.3640161999998184,-1.2463274383544922
0.364327792622682,-1.2446322631835938
0.3646369471183295,-1.2431471252441406
0.36214442182319295,-1.2577666473388671
0.3624559403619894,-1.255701217651367
0.23122449999441208,-1.49018798828125
0.23059949999679857,-1.4941290283203126
0.2321619999985448,-1.4856825256347657
0.23184949999703142,-1.486831512451172
0.23153699999551802,-1.4884675598144532
0.25306089500654555,-1.4718052673339843
0.25274695797440183,-1.468917999267578
0.25617904685986476,-1.476395721435547
0.2533752992333713,-1.4755105590820312
0.2536874598462796,-1.48016845703125
0.257107589378342,-1.462271728515625
0.2564918849879997,-1.4707574462890625
0.2567999698669003,-1.4661993408203124
0.2592797826081897,-1.4452647399902343
0.259590195652463,-1.4440492248535157
0.26424708937834196,-1.435309600830078
0.2698307872347617,-1.4689407348632812
0.2729214608664603,-1.4255873107910157
0.2744641914870243,-1.4177511596679688
0.2741552978713335,-1.4190316772460938
0.2732289644840905,-1.4237213134765625
0.27384641390764564,-1.420394744873047
0.27353757820060115,-1.422005157470703
0.2747730851052502,-1.4166612243652343
0.275081978721786,-1.415567626953125
0.2784798046502269,-1.4107354736328126
0.2763205451909263,-1.4124635314941407
0.27601445085834586,-1.4130035400390626
0.276623743901363,-1.41199462890625
0.276929645505413,-1.4115455627441407
0.27724075949432175,-1.4112123107910157
0.2900042557814508,-1.389116668701172
0.2903208342073123,-1.3883700561523438
0.2906369227925938,-1.3876370239257814
0.28969012765793145,-1.3901470947265626
0.28937648936055205,-1.3912017822265625
0.2868690981306576,-1.4046690368652344
0.2865539896844092,-1.4071417236328125
0.2856128297842766,-1.4169879150390625
0.2852991914877552,-1.4217202758789063
0.28498555319123375,-1.4266293334960938
0.29156617505133586,-1.3858724975585939
0.2912555747244795,-1.3863781738281251
0.2909477188083376,-1.3869667053222656
0.29188206782654613,-1.3856333923339843
0.29219852869404667,-1.3853440856933594
0.29251273127146793,-1.3850450134277343
0.293140145016462,-1.3851747131347656
0.29376742552944124,-1.3854563903808594
0.29345378723077475,-1.3853016662597657
0.2940810638306818,-1.385902862548828
0.2943944571315552,-1.386570281982422
0.2947066252795415,-1.3872059631347657
0.29501903842533006,-1.3880328369140624
0.2953338528718258,-1.3891458129882812
0.29564890251903153,-1.3906240844726563
0.2959628250166201,-1.3922879028320312
0.29627652211527317,-1.394249267578125
0.2965901702122913,-1.3968898010253907
0.2969038085079546,-1.400069580078125
0.2972174468066211,-1.4040156555175782
0.47503805882130234,-0.987930908203125
0.4753491176456827,-0.9870320892333985
0.4762822941151303,-0.9846014404296876
0.47659335293951066,-0.9839015960693359
0.47752652940942,-0.9819193267822266
0.4769044117620443,-0.9834614562988282
0.4772154705845779,-0.982647705078125
0.48094817646606175,-0.977833709716797
0.48125923529113473,-0.9775753021240234
0.48063711764398986,-0.9778277587890625
0.48001499999707586,-0.978626708984375
0.4803260588219179,-0.9781739807128906
0.4797039411722338,-0.9787535858154297
0.4790818235280901,-0.9797492980957031
0.4793928823501619,-0.9791968536376954
0.47845970587840586,-0.98052490234375
0.478770764703248,-0.9800384521484375
0.47783758823426215,-0.9816282653808593
0.478148647056334,-0.9810637664794922
0.4983766385377393,-0.9464274597167969
0.4980625252245915,-0.9463703918457032
0.5126831764660617,-0.9170906829833985
0.5129942352911346,-0.9168920135498047
0.5248022156826229,-0.8928594970703125
0.5244916470561661,-0.8934099578857422
0.5257339215661417,-0.8914437103271484
0.5260444901921375,-0.890828857421875
0.5263550588208992,-0.8902183532714844
0.5157967002447328,-0.9186898803710938
0.5154845429257149,-0.9178617095947266
0.5151725895579198,-0.9173666381835938
0.5148640871034531,-0.9170236968994141
0.5139278975592538,-0.9165807342529297
0.5170378871685418,-0.9320473480224609
0.5167270092087062,-0.9257746887207031
0.5182773629874962,-0.9145508575439454
0.5173485686255348,-0.9285601043701172
0.5176588946521943,-0.9202894592285157
0.5179680075202251,-0.9166755676269531
0.519516716641896,-0.9080760192871093
0.5207647963658779,-0.9032665252685547
0.5204541152138307,-0.9043563842773438
0.5201429878284776,-0.9054562377929688
0.519829624255464,-0.9068218994140625
0.5241810784297094,-0.8938872528076172
0.521075388273698,-0.9022742462158203
0.5213859607823794,-0.9013761901855469
0.5216965294106801,-0.9004373931884766
0.5192085161374661,-0.9092412567138672
0.5185890962516366,-0.9127100372314453
0.5189005774121065,-0.910888671875
0.38469193937710167,-1.1957960510253907
0.3878330088433527,-1.197426300048828
0.41015056391558974,-1.1303118896484374
0.38405949999934097,-1.196750946044922
0.38437449117102196,-1.1959915161132812
0.47286050715021205,-0.9947367095947266
0.47254888868684697,-0.9962867736816406
0.47223503050626175,-0.9973999786376954
0.4719216290048006,-0.9990769195556641
0.47161294204209614,-1.000725326538086
0.46975005882161014,-1.023372344970703
0.4713045172716495,-1.0022816467285156
0.4709925444747751,-1.004429244995117
0.47006087466143115,-1.0128408813476564
0.4703704754277952,-1.0091470336914063
0.470680319176314,-1.00647216796875
0.46291705882089906,-1.0108831787109376
0.46260649019213745,-1.0113558959960938
0.4650910392111669,-1.0086447143554689
0.4694391322512642,-1.0258445739746094
0.4691284992975729,-1.0189589691162109
0.4688182120863609,-1.0145835876464844
0.46850904099654667,-1.0125070953369142
0.46819965640294514,-1.0109347534179687
0.46788799101111933,-1.0101411437988281
0.46757652924911064,-1.009531021118164
0.4657121764691511,-1.008914794921875
0.4660227450949163,-1.0087355804443359
0.46633379875447695,-1.0085344696044922
0.4666472787347522,-1.0087302398681641
0.466960273666423,-1.008813705444336
0.46726851296215277,-1.0089605712890626
0.4554625774121064,-1.0345068359375
0.45515109625163663,-1.0368264770507813
0.45483936298749605,-1.0389725494384765
0.45453000752022493,-1.0419609069824218
0.4542208946521942,-1.0460496520996094
0.45329028343975974,-1.0525334930419923
0.45391056862553475,-1.0572599792480468
0.4536002057561729,-1.06012939453125
0.45298077983158136,-1.0479216003417968
0.44275754901753417,-1.0531636810302734
0.4514349943360726,-1.0412907409667969
0.45174223275501607,-1.0421023559570313
0.45205290794776654,-1.0427771759033204
0.4495728039185979,-1.0403548431396485
0.4455456078394949,-1.045752410888672
0.44647496078183435,-1.0439593505859375
0.44864345097878733,-1.0406418609619141
0.4477140980364478,-1.0421676635742188
0.4474043137241739,-1.0425233459472656
0.9996629358262243,0.5131231307983398
0.017950823522921648,-1.8639697265625
0.017701941171023527,-1.8608355712890625
0.017453058821095616,-1.861282196044922
0.013128875000000002,-1.8689053344726563
0.013828812499999999,-1.8622727966308594
0.0133621875,-1.8625570678710939
0.0135955,-1.8601461791992189
0.01894635293839499,-1.921506805419922
0.019195235292263326,-1.9587348937988283
0.019444117646131662,-2.020804443359375
0.018199705876789984,-1.8703756713867188
0.0124289375,-1.9207200622558593
0.012662250000000002,-1.9008399963378906
0.012895562500000003,-1.8813423156738283
0.012195625000000002,-1.9775144958496094
0.011962312499999999,-2.1594892883300782
0.011729631696106167,-2.1877865600585937
0.01149821428442467,-2.0478694152832033
0.011036642854778561,-1.9094660949707032
0.011267428569601615,-1.9634323120117188
0.010805857139203233,-1.8795785522460937
0.010575071425132455,-1.8586683654785157
0.010344285712566228,-1.8465997314453126
0.010113499999247724,-1.8417041015625
0.009882714284424672,-1.8430189514160156
-1.7429165261782887E-4,0.015004211664199829
-1.971930476644965E-4,-0.44183944702148437
0.9995875077128179,0.4802734375
0.5965967400008649,-0.7712522125244141
0.5962871599987747,-0.7741063690185547
0.5334962874370456,-0.8898726654052734
0.5338046001518097,-0.8867966461181641
0.5282184705851711,-0.8879641723632813
0.5285290392111668,-0.8877801513671875
0.5288396078401589,-0.887614974975586
0.5266656274496606,-0.8898668670654297
0.5272867647016521,-0.8888819122314453
0.5269761960756565,-0.8894253540039063
0.5291501764691511,-0.8875228118896484
0.5294607450949165,-0.8874422454833985
0.5303982736664231,-0.8873719024658203
0.529771798754477,-0.8873820495605469
0.5300852787347523,-0.8872899627685547
0.5307065129621529,-0.8877515411376953
0.5313259910111193,-0.8884123992919922
0.5310145292491106,-0.8880712127685547
0.5390722941152852,-0.8667906951904297
0.5400015882336353,-0.8646353149414062
0.5393820588201759,-0.8661293029785156
0.5396918235269056,-0.865370101928711
0.5462026899666741,-0.8579555511474609
0.5449578235279784,-0.8581568145751953
0.5452675882321794,-0.8580506896972656
0.5455778367146427,-0.8579691314697265
0.545890505237175,-0.857880859375
0.5446480588205589,-0.8582831573486328
0.5440285294087085,-0.8586871337890625
0.5443382941131394,-0.8584754943847657
0.5437187647042776,-0.8589610290527344
0.5434089999970879,-0.8593526458740235
0.5424797058810367,-0.86068359375
0.5430992352898985,-0.8597116088867187
0.5427894705854674,-0.8602418518066406
0.5415504117622266,-0.8622415924072265
0.5418601764666575,-0.8616571807861328
